name,price
"DJI Mini 3 Pro Drone with RC Remote Controller,DJI Mini 2 Drone,DJI Mini 2 Combo Drone,DJI Mini 3 Pro Drone with RC-N1 Remote Controller,DJI Mavic 3 Classic Drone with DJI RC Remote Contoller,DJI Avata Pro-View Combo,DJI FPV Combo,DJI Air 2S Fly More Combo,DJI Mavic 3 Classic Drone,DJI Mavic 3 Fly More Combo,Autel Evo II Pro V3 Drone in Orange Rugged Bundle,DJI Avata Drone,DJI Mavic 3 Classic Drone with RC-N1 Remote Controller,DJI Mavic 3 Drone,DJI Mavic 3 Cine Premium Combo,DJI Air 2S Drone,DJI Avata Fly Smart Combo,Autel Evo Nano+ Drone in Orange Premium Bundle,Autel Evo Nano Drone in Grey,Autel Evo Nano+ Drone in Orange,Autel Evo Nano Drone in Orange Premium Bundle","£799.00,£369.00,£484.00,£709.00,£1,398.00,£1,129.00,£863.00,£1,169.00,£1,309.00,£2,290.00,£2,249.00,£499.00,£1,399.00,£1,699.00,£4,141.00,£899.00,£989.00,£859.00,£599.00,£719.00,£719.00"
